Date,Product,Region,Sales_Amount,Quantity,Customer_Age,Customer_ID
2022-01-17 23:08:09,Smartwatch,South,576.987843454137,7,31,CUST00068
2022-07-14 23:16:04,Tablet,North,198.45885986025328,8,59,CUST00069
2023-08-27 16:08:33,Tablet,South,511.2165269932331,8,78,CUST00070
2023-09-07 07:42:11,Tablet,Wesu,44261.33818930987,3,76,CUST00071
2022-11-27 14:19:07,Smartwatch,West,243.96806485889456,5,25,CUST00072
2022-05-12 20:32:46,Headphones,West,584.6299532088395,8,53,CUST00073
2023-07-21 03:02:19,Headphones,West,546.6937475399651,7,74,CUST00074
2023-09-22 11:49:26,Laptop,North,524.7393873179576,9,39,CUST00075
2022-01-31 21:39:55,Smartwatch,South,591.5727952266068,7,55,CUST00076
2023-06-21 23:10:52,Laptop,West,548.1874885536233,2,37,CUST00077
2022-09-10 00:38:31,Smartwatch,North,389.3152497322535,4,41,CUST00078
2022-06-06 00:24:14,Laptop,South,608.4474217065784,8,38,CUST00079
2022-03-16 01:13:06,Smartphone,North,634.1356269817501,9,45,CUST00080
2022-06-02 15:07:57,Tablet,West,337.12888797401985,7,66,CUST00081
2022-01-22 15:42:08,Tablet,East,632.0771861294717,5,40,CUST00082
2023-03-13 10:55:31,Headphones,North,457.469018288762,1,41,CUST00083
2023-05-31 01:15:29,Smartphone,West,591.9231566664373,9,71,CUST00084
2022-11-08 19:07:19,Tablet,Central,522.7927816915452,6,56,CUST00085
2022-09-24 12:24:35,Headphones,South,474.19639294778915,2,61,CUST00086
2022-06-13 02:14:21,Smartphone,West,580.8815200976929,2,40,CUST00087
2022-08-09 20:43:49,Tablet,Central,450.0298504763118,1,21,CUST00088
2022-08-28 10:30:13,Laptop,North,662.0439137182162,4,63,CUST00089
2022-09-16 12:13:55,Smartwatch,North,686.7096751145637,2,21,CUST00090
2023-10-08 05:05:57,Smartphone,Central,417.9389215217604,9,47,CUST00091
2022-01-04 03:30:36,Headphones,Central,474.91580459766095,2,65,CUST00092
2022-02-11 11:45:02,Smartphone,South,443.87830384881374,9,45,CUST00093
2023-12-05 21:16:01,Headphones,North,556.2882885115935,1,48,CUST00094
2023-04-18 15:16:41,Smartphone,Central,696.5084323059759,7,50,CUST00095
2023-09-02 03:44:43,Headphones,East,249.86465360775964,6,67,CUST00096
2022-04-10 08:49:37,Tablet,East,287.2545637739215,6,36,CUST00097
2022-08-13 22:48:41,Laptop,Central,48747.11485721456,2,70,CUST00098
2022-07-28 21:35:57,Tablet,South,527.8895442585749,1,27,CUST00099
2022-08-26 19:22:11,Laptop,North,358.80602957951277,8,42,CUST00100
2022-07-26 07:06:53,Tablet,East,527.1110322992512,8,54,CUST00101
2023-02-28 15:08:14,Tablet,Centram,388.85649994157546,2,30,CUST00102
2023-11-29 23:17:34,Smartphone,Central,432.98338555457906,4,23,CUST00103
2023-05-31 08:54:31,Smartwatch,West,690.4443830875107,4,47,CUST00104
2023-01-30 21:31:57,Headphones,Central,448.53003304104504,2,40,CUST00105
2023-02-26 16:27:02,Headphones,Souti,445.89127700620793,9,53,CUST00106
2022-09-16 22:53:47,Headphones,East,519.7642814000585,4,33,CUST00107
2023-11-26 19:33:12,Laptop,West,663.84360530371,4,25,CUST00108
2023-02-05 00:28:45,Headphones,East,493.5466515553611,4,33,CUST00109
2023-09-30 19:10:31,Headphones,East,416.2638415349914,5,28,CUST00110
2022-02-08 23:10:12,Smartphone,Souti,586.868808071376,8,71,CUST00111
2023-11-11 21:38:23,Tablet,Central,621.910349705286,4,76,CUST00112
2023-10-06 12:07:08,Headphones,South,671.6992189399424,3,18,CUST00113
2022-10-12 13:02:09,Smartwatch,Central,494.6506019567247,1,39,CUST00114
2023-02-24 15:51:10,Headphones,West,571.276273534113,2,35,CUST00115
2022-01-31 10:45:08,Laptop,South,618.5587415279006,4,53,CUST00116
2023-03-05 19:25:11,Laptop,South,527.2794369882535,9,28,CUST00117
2023-10-09 09:34:17,Laptop,North,697.9162003506733,1,37,CUST00118
2023-08-27 00:01:28,Headphones,South,597.7076240758886,6,27,CUST00119
2023-10-23 08:43:39,Smartphone,North,782.4298624460554,6,65,CUST00120
2023-07-23 23:42:51,Smartwatch,Central,637.656578684038,3,78,CUST00121
2023-05-31 16:53:00,Headphones,Centram,210.9935605128586,9,27,CUST00122
2022-01-15 20:59:20,Smartphone,Centram,440.24417943833936,3,54,CUST00123
2023-09-22 13:22:22,Smartphone,North,257.32322753646696,1,75,CUST00124
2023-03-25 05:37:48,Headphones,Central,404.17690477665286,2,77,CUST00125
2023-08-23 00:58:40,Headphones,East,444.29568060021643,4,67,CUST00126
2022-01-01 13:36:24,Smartphone,South,630.3089037565724,4,39,CUST00127
2022-05-05 20:51:18,Smartphone,North,,2,28,CUST00128
2022-03-17 21:09:28,Smartphone,Central,709.1312381922335,6,52,CUST00129
2022-11-26 01:41:43,Headphones,East,399.7203235361968,6,26,CUST00130
2022-07-31 14:13:20,Smartphone,South,456.7282695674148,3,32,CUST00131
2023-07-12 12:49:47,Laptop,South,314.0434700044477,1,71,CUST00132
2023-09-01 08:42:47,Headphones,Central,716.6822113219133,9,68,CUST00133
2022-10-02 12:08:55,Laptop,East,736.7505043008052,4,36,CUST00134
2023-12-01 21:53:02,Tablet,North,480.18126873287537,9,54,CUST00135
2022-05-28 05:07:22,Headphones,Central,277.9001331954963,5,23,CUST00136
2023-07-18 20:00:50,Tablet,South,468.7719284328178,7,53,CUST00137
2022-07-05 12:51:28,Smartphone,South,534.82321522453,3,61,CUST00138
2023-02-13 11:12:07,Smartphone,South,404.77064350376224,3,22,CUST00139
2023-05-25 21:16:18,Smartwatch,Central,852.6278039351938,8,20,CUST00140
2023-03-20 16:34:42,Smartphone,West,773.8012198445916,1,27,CUST00141
2022-10-08 15:09:20,Tablet,West,237.676814078188,8,30,CUST00142
2023-08-30 23:04:26,Smartphone,Wesu,326.9294460146139,8,21,CUST00143
2023-07-28 21:17:56,Headphones,East,568.80842678031,3,73,CUST00144
2022-08-09 00:16:41,Smartphone,Centram,339.2182459890905,1,57,CUST00145
2023-06-04 13:45:29,Smartwatch,South,527.435773918738,9,50,CUST00146
2022-11-19 19:42:32,Smartphone,East,501.605649007437,4,69,CUST00147
2023-03-09 23:02:51,Tablet,West,494.06482613030727,7,51,CUST00148
2022-07-05 08:10:46,Tablet,North,652.8199970229523,9,53,CUST00149
2022-11-09 14:33:44,Smartphone,East,771.1129069133866,3,70,CUST00150
2023-11-24 02:56:07,Tablet,East,559.4116291952876,5,50,CUST00151
2023-08-18 01:42:35,Tablet,Central,318.18810573356495,3,77,CUST00152
2022-05-18 20:20:49,Smartwatch,East,521.5828439977613,5,38,CUST00153
2022-03-24 12:35:44,Headphones,Central,412.37734102983615,2,56,CUST00154
2022-02-22 14:39:43,Smartwatch,North,798.841020761241,4,22,CUST00155
2023-07-23 20:20:06,Laptop,South,603.9742276704405,2,72,CUST00156
2023-12-03 06:41:26,Smartwatch,South,560.377916486635,3,62,CUST00157
2023-09-18 21:57:17,Smartphone,West,597.4408870250475,5,74,CUST00158
2023-09-23 11:47:35,Headphones,West,494.2455039641072,9,30,CUST00159
2023-04-26 19:33:56,Smartphone,North,687.8082637337119,3,57,CUST00160
2023-06-24 15:55:14,Laptop,South,414.3666499671121,6,34,CUST00161
2023-10-17 19:44:43,Headphones,West,644.0056408507617,4,79,CUST00162
2023-09-17 05:38:47,Tablet,East,738.8004105474263,4,27,CUST00163
2023-03-29 04:53:41,Smartwatch,Central,377.9077067224904,5,27,CUST00164
2023-08-31 02:22:18,Smartphone,Wesu,550.6485196540946,7,19,CUST00165
2023-12-16 06:11:46,Laptop,North,562.4830642443571,4,55,CUST00166
2022-06-22 05:48:48,Tablet,South,338.8227872594967,8,38,CUST00167
2023-01-30 01:07:46,Smartwatch,North,294.6527771435184,9,18,CUST00168
2023-05-24 00:01:40,Tablet,Central,362.6003195665774,9,47,CUST00169
2022-05-28 05:54:54,Smartwatch,Central,492.18872540855295,9,35,CUST00170
2023-05-19 01:22:21,Headphones,North,562.8300390375232,2,52,CUST00171
2022-09-14 16:40:34,Tablet,West,444.556815142993,3,75,CUST00172
2023-06-21 03:03:28,Tablet,West,789.5963003693716,5,70,CUST00173
2022-05-29 02:42:12,Tablet,South,653.9263950290557,1,56,CUST00174
2023-12-17 22:29:45,Headphones,South,567.9018764240094,4,65,CUST00175
2022-03-22 00:42:30,Laptop,East,435.43289919853555,5,39,CUST00176
2022-09-23 13:28:30,Smartwatch,Easu,510.4747412441429,9,20,CUST00177
2022-10-29 15:47:25,Tablet,South,665.2331975084826,8,23,CUST00178
2023-04-14 07:12:38,Headphones,East,638.0020708313377,1,53,CUST00179
2023-04-02 12:27:06,Laptop,North,636.3797523544008,3,33,CUST00180
2022-12-20 07:58:00,Smartwatch,West,454.4501331630196,3,20,CUST00181
2023-01-10 17:03:10,Headphones,East,421.56587565600114,6,53,CUST00182
2022-10-09 15:49:34,Smartwatch,East,285.8937549387404,4,28,CUST00183
2022-03-17 08:27:05,Tablet,Norti,579.2817640683445,4,73,CUST00184
2023-05-02 20:50:49,Laptop,Central,272.22143071559015,1,34,CUST00185
2022-04-02 07:02:19,Headphones,South,497.67344452799415,4,36,CUST00186
2023-12-04 23:22:52,Laptop,North,436.96054179633836,1,75,CUST00187
2023-12-08 20:10:26,Tablet,Central,533.3697293513709,5,77,CUST00188
2022-01-09 21:46:38,Laptop,North,674.8330175739499,3,25,CUST00189
2022-09-13 10:35:11,Laptop,Wesu,,5,77,CUST00190
2023-07-22 05:08:54,Smartphone,North,605.3578586531913,3,31,CUST00191
2022-11-26 02:14:08,Laptop,North,385.3619892611404,5,43,CUST00192
2022-04-03 06:16:19,Smartwatch,West,496.64992734227945,4,65,CUST00193
2022-02-08 13:17:48,Headphones,South,368.93538608787486,9,42,CUST00194
2023-03-03 01:14:07,Smartphone,Centram,401.8681826392481,6,68,CUST00195
2023-02-03 11:33:23,Headphones,East,,2,65,CUST00196
2022-03-07 10:37:17,Headphones,South,353.8685639166321,1,74,CUST00197
2023-12-14 10:05:24,Tablet,North,431.83902314127675,1,27,CUST00198
2023-06-15 06:40:38,Tablet,East,339.5321446882241,1,49,CUST00199
2022-07-25 10:46:04,Smartphone,Wesu,598.7445837805922,9,32,CUST00200
2023-03-04 01:34:06,Tablet,South,445.91764607419697,5,76,CUST00201
2022-10-03 22:46:02,Tablet,Central,,4,75,CUST00202
2023-05-15 11:55:15,Tablet,South,745.046148560537,5,21,CUST00203
2022-09-24 03:03:40,Headphones,South,652.0065682468556,9,45,CUST00204
2023-12-21 19:12:31,Smartphone,East,,3,21,CUST00205
2022-09-12 06:59:18,Headphones,West,610.2246915297802,3,78,CUST00206
2023-02-27 14:37:46,Smartwatch,West,728.4045460273755,2,30,CUST00207
2022-12-29 03:16:02,Headphones,South,472.03100854757116,8,29,CUST00208
2022-09-05 02:58:29,Smartwatch,West,522.3546689516025,7,32,CUST00209
2022-09-29 19:23:07,Laptop,East,452.19258368119347,2,46,CUST00210
2023-01-24 20:46:57,Laptop,Easu,577.9608868048538,4,40,CUST00211
2023-07-14 00:15:40,Smartwatch,Central,654.9760641115239,7,30,CUST00212
2023-12-17 00:24:29,Smartwatch,West,321.3360256700608,1,55,CUST00213
2023-02-22 18:04:40,Headphones,Central,394.0756689766895,1,75,CUST00214
2023-08-07 19:26:44,Smartwatch,North,515.2470624422709,8,63,CUST00215
2023-08-24 18:40:05,Smartphone,East,546.532778788222,6,52,CUST00216
2022-06-19 11:46:35,Laptop,South,561.1184444263753,2,57,CUST00217
2022-12-04 21:14:03,Laptop,East,471.12196533936657,1,29,CUST00218
2023-05-26 00:35:31,Smartwatch,North,367.69110919407746,3,47,CUST00219
2022-04-07 03:21:01,Tablet,South,647.7893105755788,4,63,CUST00220
2023-02-16 14:44:13,Tablet,West,316.75282095593775,5,22,CUST00221
2023-02-07 06:25:14,Smartwatch,West,426.15854399029325,3,19,CUST00222
2023-08-12 19:39:43,Smartphone,East,502.67193840212485,5,59,CUST00223
2023-06-10 04:43:37,Tablet,South,572.7708498997958,7,47,CUST00224
2023-09-24 23:08:38,Smartwatch,Souti,456.2194218230048,9,52,CUST00225
2022-09-29 17:33:15,Smartphone,Central,612.961334874819,5,72,CUST00226
2023-09-16 18:09:28,Smartphone,North,687.618304304433,4,27,CUST00227
2022-10-01 13:53:42,Headphones,West,406.57604381701486,9,26,CUST00228
2022-01-29 18:06:53,Smartphone,East,558.735755582763,8,34,CUST00229
2022-02-03 15:36:00,Tablet,South,536.9255645543857,5,77,CUST00230
2022-11-20 11:26:56,Tablet,West,448.84966727831755,9,55,CUST00231
2023-04-02 14:19:36,Smartwatch,East,214.06689776103468,9,76,CUST00232
2022-12-18 05:01:14,Smartwatch,West,553.1283639822433,1,47,CUST00233
2022-09-18 02:58:05,Smartphone,East,569.6097001557761,6,58,CUST00234
2022-01-26 20:50:00,Laptop,Wesu,663.0922018431356,5,72,CUST00235
2022-10-02 03:22:27,Headphones,Central,449.7440575457265,6,52,CUST00236
2023-03-15 09:18:04,Laptop,North,,3,24,CUST00237
2022-03-09 09:16:24,Smartphone,West,362.8152620011073,3,29,CUST00238
2023-01-29 00:32:02,Smartphone,North,50.26892622643797,5,67,CUST00239
2022-12-12 14:12:54,Laptop,West,439.292442322652,7,59,CUST00240
2023-02-22 20:34:13,Headphones,South,914.974623368599,4,51,CUST00241
2023-06-19 06:01:43,Laptop,Central,690.6411790365992,6,66,CUST00242
2022-05-22 03:33:46,Smartwatch,Central,351.1722908541339,5,20,CUST00243
2023-07-09 19:35:36,Tablet,North,422.79719248628464,2,50,CUST00244
2022-01-23 14:48:29,Smartwatch,South,421.8456084752155,1,57,CUST00245
2022-06-16 22:01:08,Tablet,East,709.7798367017103,6,30,CUST00246
2022-09-03 08:54:56,Smartphone,Central,833.6801508156816,5,28,CUST00247
2023-06-06 11:29:54,Headphones,South,513.4694130484916,9,57,CUST00248
2022-07-08 06:27:53,Laptop,South,539.5504017024052,7,37,CUST00249
2023-04-17 18:12:59,Headphones,North,578.0588936839,1,48,CUST00250
2023-04-30 16:49:27,Laptop,South,497.62172991686253,6,50,CUST00251
2022-09-26 22:01:50,Smartwatch,South,542.2976364041635,7,51,CUST00252
2023-08-22 13:31:38,Smartwatch,Easu,507.2259955629673,3,67,CUST00253
2023-06-17 01:05:57,Laptop,North,571.6954966398853,9,67,CUST00254
2022-01-01 16:58:07,Headphones,North,199.73958029689442,2,26,CUST00255
2022-06-07 08:44:15,Laptop,South,428.0779316854459,1,24,CUST00256
2023-07-13 02:20:07,Smartphone,East,322.49087383556457,9,26,CUST00257
2023-10-19 17:32:35,Smartwatch,West,603.5142196404024,7,59,CUST00258
2022-07-31 11:56:32,Smartphone,Central,382.15890783133045,1,43,CUST00259
2022-04-29 22:03:41,Smartwatch,Norti,265.2657621446333,4,19,CUST00260
2022-05-31 17:25:04,Smartwatch,East,231.74166091934808,3,22,CUST00261
2022-07-14 15:16:09,Tablet,East,567.4064958537215,7,66,CUST00262
2023-04-09 09:56:03,Smartphone,South,360.686516046701,5,19,CUST00263
2023-09-14 10:20:59,Smartphone,Central,479.2729260001591,9,69,CUST00264
2022-03-30 14:21:49,Tablet,North,737.4320067985434,3,27,CUST00265
2023-03-14 15:54:14,Headphones,West,55627.73468676628,6,48,CUST00266
2023-10-02 22:41:05,Smartphone,South,423.48124259543334,2,50,CUST00267
2023-03-31 15:06:42,Laptop,North,323.72570058081743,3,61,CUST00268
2022-07-19 00:08:16,Tablet,North,565.2457209010346,4,73,CUST00269
2023-01-06 22:25:40,Smartphone,East,480.63459372894147,6,64,CUST00270
2023-06-28 11:37:20,Headphones,Central,586.7877962318829,1,23,CUST00271
2023-10-27 09:39:03,Smartphone,West,142.45681099238848,6,31,CUST00272
2022-10-08 05:08:32,Smartwatch,Central,670.6180861885696,4,31,CUST00273
2022-02-27 11:10:50,Laptop,East,243.0788580354963,8,32,CUST00274
2022-01-10 09:52:48,Tablet,West,427.3759242097111,9,50,CUST00275
2023-01-26 23:15:13,Smartwatch,West,708.4977564908608,8,74,CUST00276
2022-05-14 04:11:45,Headphones,South,164.95921310066498,8,48,CUST00277
2022-08-26 23:08:11,Smartwatch,West,486.97942968986615,2,34,CUST00278
2022-08-17 20:29:41,Smartwatch,North,458.78555358635055,2,60,CUST00279
2022-03-31 12:21:42,Headphones,Central,495.68594367346583,6,32,CUST00280
2023-10-10 07:12:36,Smartwatch,Central,553.430088309819,5,37,CUST00281
2022-03-07 16:18:39,Tablet,South,502.2615558174236,6,65,CUST00282
2022-04-11 05:02:24,Smartphone,West,298.99940074631303,9,38,CUST00283
2023-04-10 20:35:12,Smartwatch,East,,7,46,CUST00284
2022-09-15 20:12:02,Tablet,North,497.2540062939816,5,76,CUST00285
2023-03-15 23:08:45,Smartphone,South,490.9679180577912,7,26,CUST00286
2022-08-01 06:09:05,Smartphone,Wesu,812.9007778283208,8,46,CUST00287
2022-09-10 10:00:11,Smartwatch,East,70061.39380700639,1,61,CUST00288
2023-05-27 04:17:29,Tablet,West,774.0735136368961,7,51,CUST00289
2022-03-05 09:40:47,Smartwatch,South,551.6141647496494,4,64,CUST00290
2022-10-27 03:51:33,Headphones,East,767.8008705045219,5,77,CUST00291
2023-01-17 18:55:27,Smartphone,East,371.5998447088333,2,26,CUST00292
2023-12-26 08:44:38,Smartwatch,Easu,446.1145174478445,5,77,CUST00293
2022-01-13 22:50:43,Smartphone,East,412.97821021766606,9,65,CUST00294
2022-05-16 15:01:10,Tablet,West,,1,47,CUST00295
2023-08-01 14:44:26,Laptop,East,506.19521267972965,3,34,CUST00296
2023-05-26 23:52:23,Smartwatch,West,530.5948401366868,4,69,CUST00297
2022-06-12 04:22:18,Smartwatch,East,564.6486828917582,9,76,CUST00298
2023-01-22 23:47:28,Smartphone,East,761.6982592863034,2,72,CUST00299
2023-04-16 13:47:42,Tablet,South,271.30530204184373,7,21,CUST00300
2022-11-08 10:08:37,Headphones,West,319.2129253251562,9,57,CUST00301
2023-02-22 23:17:43,Tablet,West,133.71266556127654,4,49,CUST00302
2022-03-19 01:58:28,Smartwatch,Central,373.70352064068476,5,49,CUST00303
2022-12-30 04:11:31,Headphones,South,433.3748867954429,-4,24,CUST00304
2023-03-01 00:20:21,Tablet,West,395.23663419640724,7,55,CUST00305
2023-02-12 14:19:01,Laptop,South,329.15776899500486,8,49,CUST00306
2022-08-13 22:09:14,Smartphone,South,513.3610654571092,8,22,CUST00307
2022-07-15 10:54:54,Tablet,South,441.9970517024013,3,59,CUST00308
2023-08-28 17:07:59,Tablet,North,367.2897743790391,2,20,CUST00309
2022-03-15 01:55:27,Laptop,West,522.6583635375907,6,73,CUST00310
2022-12-23 19:05:04,Smartwatch,South,414.02062887966713,1,37,CUST00311
2023-05-17 16:52:24,Smartphone,North,673.4792128970141,9,73,CUST00312
2023-02-16 14:30:19,Tablet,North,475.4558818873971,7,34,CUST00313
2023-02-12 13:31:38,Headphones,East,447.5053376741178,8,33,CUST00314
2023-12-29 22:23:01,Tablet,East,539.2313435638721,7,28,CUST00315
2023-02-18 05:34:07,Smartphone,West,199.12906675788952,5,30,CUST00316
2023-04-19 11:56:12,Tablet,East,682.0329418090254,5,35,CUST00317
2023-12-28 04:58:42,Laptop,West,617.7349579622927,7,31,CUST00318
2023-09-27 16:45:07,Tablet,Norti,381.03974139306587,7,51,CUST00319
2023-11-01 01:06:03,Tablet,North,330.40152341813786,2,29,CUST00320
2022-10-10 19:40:42,Headphones,West,348.50063968313503,2,39,CUST00321
2022-03-16 02:53:23,Laptop,East,288.50803971656404,7,38,CUST00322
2022-02-17 20:41:54,Laptop,East,245.48960858734344,5,78,CUST00323
2023-02-03 21:38:33,Tablet,West,283.6388029645965,2,43,CUST00324
2023-08-25 03:34:26,Headphones,Central,102.9331837917227,1,59,CUST00325
2023-09-20 15:27:58,Tablet,East,445.45847956369835,9,78,CUST00326
2023-01-21 01:04:18,Tablet,South,479.51651958268053,8,56,CUST00327
2022-09-02 09:00:03,Smartphone,East,692.1614588136772,2,19,CUST00328
2022-08-15 01:43:59,Smartphone,Central,648.0626512624701,2,74,CUST00329
2022-05-01 14:59:18,Headphones,North,389.90085816820357,3,67,CUST00330
2022-05-04 20:23:15,Smartwatch,North,462.85165942439295,4,66,CUST00331
2022-05-31 06:53:28,Smartphone,North,665.4638350338315,9,33,CUST00332
2022-06-20 21:22:40,Smartwatch,East,432.7246198905419,6,79,CUST00333
2022-12-12 08:07:03,Laptop,North,525.5881719729911,3,51,CUST00334
2023-08-07 08:49:03,Smartphone,Central,409.1083755729364,8,28,CUST00335
2022-04-16 16:49:42,Smartphone,Central,505.8857082229961,6,36,CUST00336
2023-04-22 11:28:39,Headphones,East,512.5534729965331,8,47,CUST00337
2023-09-15 10:03:44,Smartwatch,South,447.6617410338481,2,71,CUST00338
2022-07-09 15:36:42,Smartphone,East,659.8864680727436,8,24,CUST00339
2023-10-06 07:38:03,Smartphone,North,370.35384274557947,5,44,CUST00340
2022-02-11 19:30:00,Headphones,East,517.3009685590755,4,39,CUST00341
2022-07-23 17:43:52,Headphones,Central,767.5250019944434,3,34,CUST00342
2022-10-23 14:35:29,Smartwatch,East,546.6947926145588,9,32,CUST00343
2022-05-21 02:44:38,Laptop,East,380.52180384446854,7,26,CUST00344
2023-05-22 22:39:26,Laptop,South,552.1273697340364,7,29,CUST00345
2022-04-27 06:57:33,Tablet,Central,864.8040462770186,6,25,CUST00346
2023-02-16 19:40:25,Smartphone,West,505.88408455427475,9,77,CUST00347
2023-01-30 18:43:46,Smartwatch,West,619.0431121592064,3,19,CUST00348
2023-05-03 03:52:38,Smartphone,Central,500.7773726530485,1,66,CUST00349
2022-07-05 14:53:47,Smartwatch,West,541.3176647544971,7,65,CUST00350
2022-06-03 02:29:35,Smartwatch,North,488.261717669979,9,72,CUST00351
2022-08-23 17:48:09,Smartwatch,West,347.2933193892404,6,33,CUST00352
2023-10-30 00:42:23,Smartphone,North,556.0936794589734,2,20,CUST00353
2023-02-18 21:04:56,Headphones,Central,316.5478307847828,8,68,CUST00354
2022-02-20 06:02:27,Smartphone,West,453.13397873198335,9,65,CUST00355
2023-11-29 05:10:19,Smartwatch,West,786.7548408290801,8,48,CUST00356
2023-06-23 07:42:40,Tablet,North,489.20515205456206,9,60,CUST00357
2023-01-07 16:44:49,Laptop,North,361.51374434436207,1,43,CUST00358
2023-08-14 11:50:24,Smartwatch,East,536.1328400293253,3,58,CUST00359
2023-09-04 03:43:57,Tablet,South,416.96269835955536,3,63,CUST00360
